"Year","AVG_APR","AVG_AUG","AVG_DEC","AVG_FEB","AVG_JAN","AVG_JUL","AVG_JUN","AVG_MAR","AVG_MAY","AVG_NOV","AVG_OCT","AVG_SEP"
"2002","2.0795918367346955","0.10313492063492065","4.790358565737054","0.2780237154150198","2.332782258064517","0.07112449799196789","0.2916049382716048","3.194898785425101","1.521295546558705","1.3832888888888892","0.23323651452282163","0.08729838709677418"
"2003","2.0795918367346955","0.10313492063492065","4.790358565737054","0.2780237154150198","2.332782258064517","0.07112449799196789","0.2916049382716048","3.194898785425101","1.521295546558705","1.3832888888888892","0.23323651452282163","0.08729838709677418"
"2004","2.0795918367346955","0.10313492063492065","4.790358565737054","0.2780237154150198","2.332782258064517","0.07112449799196789","0.2916049382716048","3.194898785425101","1.521295546558705","1.3832888888888892","0.23323651452282163","0.08729838709677418"
"2005","2.0795918367346955","0.10313492063492065","4.790358565737054","0.2780237154150198","2.332782258064517","0.07112449799196789","0.2916049382716048","3.194898785425101","1.521295546558705","1.3832888888888892","0.23323651452282163","0.08729838709677418"
"2006","2.0795918367346955","0.10313492063492065","4.790358565737054","0.2780237154150198","2.332782258064517","0.07112449799196789","0.2916049382716048","3.194898785425101","1.521295546558705","1.3832888888888892","0.23323651452282163","0.08729838709677418"
"2007","2.0795918367346955","0.10313492063492065","4.790358565737054","0.2780237154150198","2.332782258064517","0.07112449799196789","0.2916049382716048","3.194898785425101","1.521295546558705","1.3832888888888892","0.23323651452282163","0.08729838709677418"
"2008","2.0795918367346955","0.10313492063492065","4.790358565737054","0.2780237154150198","2.332782258064517","0.07112449799196789","0.2916049382716048","3.194898785425101","1.521295546558705","1.3832888888888892","0.23323651452282163","0.08729838709677418"
"2009","2.0795918367346955","0.10313492063492065","4.790358565737054","0.2780237154150198","2.332782258064517","0.07112449799196789","0.2916049382716048","3.194898785425101","1.521295546558705","1.3832888888888892","0.23323651452282163","0.08729838709677418"
"2010","2.0795918367346955","0.10313492063492065","4.790358565737054","0.2780237154150198","2.332782258064517","0.07112449799196789","0.2916049382716048","3.194898785425101","1.521295546558705","1.3832888888888892","0.23323651452282163","0.08729838709677418"
"2011","2.0795918367346955","0.10313492063492065","4.790358565737054","0.2780237154150198","2.332782258064517","0.07112449799196789","0.2916049382716048","3.194898785425101","1.521295546558705","1.3832888888888892","0.23323651452282163","0.08729838709677418"
"2012","2.0795918367346955","0.10313492063492065","4.790358565737054","0.2780237154150198","2.332782258064517","0.07112449799196789","0.2916049382716048","3.194898785425101","1.521295546558705","1.3832888888888892","0.23323651452282163","0.08729838709677418"
"2013","2.0795918367346955","0.10313492063492065","4.790358565737054","0.2780237154150198","2.332782258064517","0.07112449799196789","0.2916049382716048","3.194898785425101","1.521295546558705","1.3832888888888892","0.23323651452282163","0.08729838709677418"
"2014","2.0795918367346955","0.10313492063492065","4.790358565737054","0.2780237154150198","2.332782258064517","0.07112449799196789","0.2916049382716048","3.194898785425101","1.521295546558705","1.3832888888888892","0.23323651452282163","0.08729838709677418"
"2015","2.0795918367346955","0.10313492063492065","4.790358565737054","0.2780237154150198","2.332782258064517","0.07112449799196789","0.2916049382716048","3.194898785425101","1.521295546558705","1.3832888888888892","0.23323651452282163","0.08729838709677418"
"2016","2.0795918367346955","0.10313492063492065","4.790358565737054","0.2780237154150198","2.332782258064517","0.07112449799196789","0.2916049382716048","3.194898785425101","1.521295546558705","1.3832888888888892","0.23323651452282163","0.08729838709677418"
"2017","2.0795918367346955","0.10313492063492065","4.790358565737054","0.2780237154150198","2.332782258064517","0.07112449799196789","0.2916049382716048","3.194898785425101","1.521295546558705","1.3832888888888892","0.23323651452282163","0.08729838709677418"
"2018","2.0795918367346955","0.10313492063492065","4.790358565737054","0.2780237154150198","2.332782258064517","0.07112449799196789","0.2916049382716048","3.194898785425101","1.521295546558705","1.3832888888888892","0.23323651452282163","0.08729838709677418"
"2019","2.0795918367346955","0.10313492063492065","4.790358565737054","0.2780237154150198","2.332782258064517","0.07112449799196789","0.2916049382716048","3.194898785425101","1.521295546558705","1.3832888888888892","0.23323651452282163","0.08729838709677418"
"2020","2.0795918367346955","0.10313492063492065","4.790358565737054","0.2780237154150198","2.332782258064517","0.07112449799196789","0.2916049382716048","3.194898785425101","1.521295546558705","1.3832888888888892","0.23323651452282163","0.08729838709677418"
